Language,User_id,User_login
JavaScript,1625399,hnordt
JavaScript,10875678,xjlim
JavaScript,226692,insin
JavaScript,2268452,keyanzhang
,609125,JoseAlcerreca
,531613,malmstein
,2998890,florina-muntenescu
,6339099,sharifsalah
,5641478,DougSig
,4062052,freewheelnat
,5209417,bgogetap
,1161550,dennis-sheil
,72444,ErikHellman
,1122830,grepx
,2915842,flipper83
,1212513,mustafa-x
,8518239,gitter-badger
,4431669,tomaszrykala
,20217873,trent-dev
HTML,176013,wesbos
HTML,10504793,apopitich
HTML,860099,claudiopro
HTML,17049809,AriLFrankel
HTML,28444,beausmith
HTML,22255733,misslild
HTML,12166779,ElaMoscicka
HTML,9038433,onebree
HTML,22575651,joshua-scott
HTML,17884198,missmatsuko
HTML,3760543,416serg
HTML,6379200,snopeks
HTML,5466849,WispProxy
HTML,862019,dap6000
HTML,3219493,nadiarasul
HTML,12845017,soyaine
HTML,17753038,PiotrBerebecki
HTML,24949738,sabidhasan
HTML,159567,voltagex
HTML,9405022,adildostmohamed
HTML,11836769,akinjide
HTML,16436270,deadcoder0904
HTML,1215324,amelieyeh
HTML,8865558,digilou
HTML,2162904,Andreas-Hjortland
HTML,12015956,andreidbr
HTML,171730,andrericardo
HTML,219139,antibland
HTML,10430987,kool-ari
HTML,2447686,infn8
JavaScript,7741,adamfortuna
JavaScript,5638847,EricJFisher
JavaScript,30208,drewbarontini
JavaScript,5503784,eibt
Vue,20297227,bailicangdu
Vue,29188938,catchonme
Vue,4312154,clarkdo
Vue,16379949,baishiup
Vue,12134347,jibenziliao
Vue,836576,wahyd4
Vue,22714014,bailichen
Vue,14011130,raoenhui
Vue,16515708,jawil
Vue,15142680,dear-lizhihua
Java,17978187,Blankj
Java,15311710,ahmadmust8
Java,1093207,c0state
Java,12984845,SubhrajyotiSen
Java,3687404,vpop
Java,22186185,ethanhua
Java,7868514,jp1017
Java,12227090,HugoCastelani
Java,7680698,onlylemi
Java,11155268,BolexLiu
Java,10993824,bhargavms
Java,290609,denis-zhdanov
Java,26732392,FrankKwok
Java,11615068,pye52
Java,12062021,XunMengWinter
Java,29388097,septhyme
Java,3197744,ImKarl
Java,3414789,ceruleanotter
TeX,1974742,SwordYork
TeX,5087210,futianfan
TeX,6804598,liber145
TeX,24370741,KevinLee1110
TeX,1014132,zhoupeng
TeX,7322597,betterenvi
TeX,662346,RyanKung
TeX,12483392,jsksxs360
TeX,7848019,liuyadong
TeX,7866440,jaysoon
TeX,2093721,jzj1993
TeX,4936589,jackwish
JavaScript,406732,gfosco
JavaScript,558242,drew-gross
JavaScript,326857,rogerhu
JavaScript,254129,marcusgadbem
JavaScript,11737352,TheAbstractDev
JavaScript,9111980,abhilash1in
JavaScript,165856,hramos
JavaScript,2507935,fabiocav
JavaScript,9382874,bdevore17
JavaScript,8672966,BradleyJohnson
JavaScript,899175,gianpaj
JavaScript,22704,jamesyu
JavaScript,1213510,jmdobry
JavaScript,1937003,jeancarlozapata
JavaScript,1872444,jsvgoncalves
JavaScript,534619,JustinBeckwith
JavaScript,5437942,lovishdogra
JavaScript,2926534,talkaboutdesign
JavaScript,8027853,nathanmpark
JavaScript,2185784,peterdotjs
JavaScript,1853310,rorz
JavaScript,329460,ryanlelek
JavaScript,7176581,tsanthosh
JavaScript,825424,whollacsek
JavaScript,601550,moflo
JavaScript,759494,rjaviervega
Java,3739568,shuzheng
Java,11488103,ChenLingBaby
Java,29725277,godmars
Java,6142549,hexl21
Java,3918363,donaldjohn
Java,3995890,greydesolate
Java,29700417,webfe
Java,20590152,youc3576
Vue,10095631,Leopoldthecoder
Vue,3655403,baiyaaaaa
Vue,7565692,QingWei-Li
Vue,1268572,furybean
Vue,9319556,wacky6
Vue,16029685,liril-net
Vue,8280645,csvwolf
Vue,6000947,Gonzalo2310
Vue,8615343,Dreamacro
Vue,11238540,waynecz
Vue,13997305,pengchongfu
Vue,13174059,njleonzhang
Vue,1901273,coderdiaz
Vue,6831019,Kingwl
Vue,6880954,maranran
Vue,24927385,Hi-Linlin
Vue,8005864,liyanlong
Vue,8121621,PanJiaChen
Vue,2509855,Raganof
Vue,948001,elfman
Vue,9530813,masterzhang
Vue,947230,nicoeg
Vue,6213648,carmencitaqiu
Vue,1418726,reverland
Vue,93135,magicsky
Vue,13777294,leezng
Vue,1451365,ChangJoo-Park
Vue,2027964,mdartic
Vue,14025786,jikkai
Vue,11093090,gabrielboliveira
JavaScript,131160,coco98
JavaScript,153602,rikinsk
Ruby,5268928,ilovezfs
Ruby,3566,adamv
Ruby,568243,jacknagel
Ruby,125011,MikeMcQuaid
Ruby,6998367,DomT4
Ruby,518607,asparagui
Ruby,1446897,vszakats
Ruby,65736,tschoonj
Ruby,150547,nijikon
Ruby,1334295,bfontaine
Ruby,1980544,fxcoudert
Ruby,780485,mistydemeo
Ruby,4149852,zmwangx
Ruby,3105373,xu-cheng
Ruby,985416,dunn
Ruby,7546651,miguelarauj1o
Ruby,18537310,JCount
Ruby,5984479,neutric
Ruby,26216252,commitay
Ruby,58962,mxcl
Ruby,54181,Sharpie
Ruby,173889,tdsmith
Ruby,24201,0xffea
Ruby,16507,afh
Ruby,2618447,apjanke
Ruby,772,alex
Ruby,725299,samueljohn
Ruby,1787524,Noctem
Ruby,760071,asaph
Ruby,1867189,John-Colvin
JavaScript,2015049,pletcher
JavaScript,1892150,AnnJohn
JavaScript,488837,JeffKatzy
JavaScript,14849172,bobhoward118
Jupyter Notebook,7775086,jared-weed
Jupyter Notebook,7635641,adarsh0806
Jupyter Notebook,9104635,nickyfoto
Jupyter Notebook,2446394,napratin
Jupyter Notebook,16442988,jxm-math
Jupyter Notebook,8662917,clapollo
Jupyter Notebook,15653463,jaredweed1990
Jupyter Notebook,9245381,kevdonk
Jupyter Notebook,2314863,brandon-o
Jupyter Notebook,7657845,ivan7707
Jupyter Notebook,126318,jaycode
Jupyter Notebook,1786334,KarthikNayak
Jupyter Notebook,25329730,lcrucks
Jupyter Notebook,17998873,mattdeak
Jupyter Notebook,5352248,mier85
Jupyter Notebook,5841072,munyari
Jupyter Notebook,15254163,pedropb
Jupyter Notebook,495877,pmukerji
Jupyter Notebook,6945308,rigved
Jupyter Notebook,6775561,ShengKungYi
Jupyter Notebook,2701446,xushiyan
Jupyter Notebook,5316595,jeremykohn
JavaScript,13033515,aturkewi
JavaScript,4515,aviflombaum
JavaScript,10763950,DakotaLMartinez
JavaScript,17987542,7KINGDAVID7
JavaScript,17556281,gj
JavaScript,5466592,ivalentine
JavaScript,6540763,JessRudder
JavaScript,7072472,jdublu10
JavaScript,12424987,lisaychuang
JavaScript,8950824,bartver
JavaScript,7960757,cernanb
JavaScript,5272416,jnoconor
JavaScript,364568,flovilmart
JavaScript,606991,nlutsenko
JavaScript,14790466,greenkeeperio-bot
JavaScript,23040076,greenkeeper[bot]
JavaScript,5364685,steven-supersolid
JavaScript,700572,acinader
JavaScript,9830365,dplewis
JavaScript,5108906,vitaly-t
JavaScript,280807,TylerBrock
JavaScript,6797,theill
JavaScript,652122,flessard
JavaScript,4252133,Marco129
JavaScript,5070304,montymxb
JavaScript,4666935,wangmengyan95
JavaScript,203914,codegefluester
JavaScript,4440753,taylorstine
JavaScript,10780624,kulshekhar
JavaScript,7991672,sdf611097
JavaScript,2575327,mcdonamp
JavaScript,1082761,blacha
JavaScript,4430059,davimacedo
JavaScript,3009203,gnz00
JavaScript,5217007,cherukumilli
JavaScript,144322,JeremyPlease
JavaScript,479232,AndrewLane
JavaScript,715992,skinp
,8016212,kallaway
,26029267,AurelieBayre
,3976196,astuteape
,10234615,amandeepmittal
,4759332,romanrodriguez
,6895471,billimarie
,11393826,Programazing
,1699602,renatogpires
PowerShell,1765561,tysonn
PowerShell,16674967,Ja-Dunn
PowerShell,12189938,v-anpasi
PowerShell,1388263,ggailey777
PowerShell,6722422,spelluru
PowerShell,1660095,cherylmc
PowerShell,19195281,PRmerger
PowerShell,10053959,rmca14
PowerShell,15914990,KatieCumming
PowerShell,5403354,cjgronlund
PowerShell,25236228,PRMerger-2
PowerShell,28070425,GitHubber17
PowerShell,12616095,CarlRabeler
PowerShell,9558114,ShawnJackson
PowerShell,4665434,v-alje
PowerShell,20667102,v-thepet
PowerShell,1422718,squillace
PowerShell,7747140,mimig1
PowerShell,914104,mollybostic
PowerShell,7740743,MarkusVi
PowerShell,17434173,jomolnar
PowerShell,4007949,tfitzmac
PowerShell,890747,Blackmist
PowerShell,5324284,curtand
PowerShell,16087112,rjagiewich
PowerShell,19416435,ktoliver
PowerShell,11968312,deneha
PowerShell,1652984,Juliako
PowerShell,2762013,dlepow
PowerShell,5100006,jimbe
,1429230,ZuzooVn
,5164225,lsvih
,18749811,tuanphuc
,19544861,SusieXu
,6972607,dangsonbk
,4803906,acastrounis
,23014364,giuliatondin
,22738086,AdityaSoni19031997
,1126905,andresgottlieb
,2166701,doppenhe
,10369642,harshavamsi
,8603085,nvh95
,4443263,joaopedronardari
,6509492,justmarkham
,9551111,Microsheep
,1112928,rajeshvaya
,162442,rmarquis
,12656473,SentinelWarren
,195202,lefnire
,17057603,wendingp
,4243601,woliveiras
,2798097,jsgv
JavaScript,8488446,Roshanjossey
JavaScript,7047079,sara-02
JavaScript,2655379,mippzon
JavaScript,23654823,Ashleyt28
JavaScript,12371875,tranlyvu
JavaScript,2732120,espozbob
JavaScript,12928246,cbondurant
JavaScript,1666500,ewoks
JavaScript,13135332,lwinkyawmyat
JavaScript,13402464,LePetitRenard
JavaScript,12827629,MichaelKMalak
JavaScript,7799443,nlin24
JavaScript,20670448,dp97
JavaScript,10040253,Noel-bk
JavaScript,923749,ekrempel
JavaScript,8216537,iMouath
JavaScript,148100,invalid-email-address
JavaScript,6414741,yuzhoujr
JavaScript,17781709,Ijebusoma
JavaScript,16878268,podkovyrin-sergey
JavaScript,16660879,lucas95inc
JavaScript,4142795,Shhzdmrz
JavaScript,11290953,acgrdumlu
JavaScript,5390019,this-is-you
JavaScript,32689837,yamac-kurtulus
JavaScript,13368136,rglc12
JavaScript,22801822,vipulgupta2048
JavaScript,31390362,namanpreetsingh
JavaScript,16980810,sergaben
JavaScript,32230328,ASTG17
,905434,ruanyf
,7405300,daweilv
,470729,kainy
,4206371,huozicheng
,7856674,hustcc
,11900676,armyja
,4676523,JobbyM
,1119778,ppxu
,11312747,Sean-Lan
,13279117,cntanglijun
,13899572,muicoder
,993797,satgi
,5165454,shaojunda
TypeScript,773632,KostyaDanovsky
TypeScript,230527,nnixaa
TypeScript,12192373,lexzhukov
TypeScript,17410089,Tibing
TypeScript,24896429,hryb
TypeScript,2788046,lugovsky
TypeScript,10176547,hatemhosny
TypeScript,16410702,dimaatkaev
TypeScript,9597706,tryshchenko
TypeScript,18205155,siddhant034
TypeScript,24478448,32penkin
TypeScript,15103948,ZloiY
TypeScript,33528704,budavariam
TypeScript,22668213,mishkolesnikov
Go,14877096,masterDev1985
Go,16085295,dshuffma-ibm
Go,5614720,bobbiejc
Go,16326255,nickgaski
Go,2842518,gymgle
Go,3630697,christo4ferris
Go,5595790,mastersingh24
Go,4872087,srderson
Go,9218432,anrodon
Go,399718,chris-martin
Go,201871,mgarciap
Java,8466666,samtstern
Java,2370200,kroikie
Java,743291,friederbluemle
Java,19979279,dpebot
Java,210006,ianbarber
Java,3766663,nicolasgarnier
Java,211174,ashwinraghav
Java,3020501,gkaldev
Java,11839002,kevinthecheung
Java,13207669,zayna-shahzad
Java,5544707,egilmorez
Java,969662,RedBrogdon
Java,18719615,maxost
Java,596919,silvolu
Java,9490724,SUPERCILEX
Java,20298806,anky21
Java,336005,keyboardsurfer
Java,6343707,dh--
Java,9773206,EdwardMuturi
Java,2444061,seventhmoon
Java,3036412,lineargs
Java,3717137,jdsingh
Java,16196868,kbhatia1996
Java,2575327,mcdonamp
Java,7635084,mikelseverson
Java,784621,patricknasc
Java,350232,rogerthomas84
Java,631739,SandroMachado
Java,7751959,simonsongirang
Java,6657743,Tharunreddych
Python,3880963,floodsung
Python,933808,Hrant-Khachatrian
Python,5563461,mjanv
Python,7981826,7oud
Python,730813,clouds56
Python,5622332,lzx1413
Python,20106455,transwarpio
Python,9172247,zhourunlai
Python,720110,ahmaurya
Python,3771055,arthurazs
Python,5840111,BeibinLi
Python,11363529,the0demiurge
Python,22948783,cyberdrk
Python,22998795,Gokkulnath
Python,3192330,ray6080
Python,219341,krosaen
Python,2703696,lucasmoura
Python,9316460,tomasn4a
Python,2153691,0bserver07
Python,15091994,ayush1997
Python,11522661,junlulocky
Python,6274152,shreyaspadhy
,33254750,Ghostwithout
,6916354,lqxyz
,10410437,fffw
,34252652,ghostwith
Swift,2310221,qiuyuzhou
Swift,6239057,qinyuhang
Swift,372476,timothyqiu
Swift,20587769,imnotpopo
Swift,13707,rainux
Swift,224407,Vayn
Swift,4470629,gongzhang
Swift,944947,julienschmidt
Swift,10796646,NobelLiu
Swift,12063704,rizwankce
Swift,11733500,yichengchen
Swift,11358658,beeestv
Swift,287033,zhfish
Swift,8114641,k1er
Swift,3062432,bjzhou
Swift,12406156,woodylan
Swift,5507432,cs17899219
Swift,1425636,crispgm
Swift,28501530,nebulabox
Swift,2063598,gino2010
Swift,13247774,sunShuShu
Swift,3475813,whao
Swift,1982768,nidom
Swift,20237141,alejx
JavaScript,3287611,vicfriedman
JavaScript,755825,adamjonas
JavaScript,6584119,nechitai
JavaScript,13259201,frankNowinski
JavaScript,6826778,ipc103
,1760334,AHAAAAAAA
,12944530,Chan9390
,4890548,aleksandar-todorovic
,160476,amanjeev
,6764192,madhuakula
,15367484,ReadmeCritic
,4660275,sobolevn
,148100,invalid-email-address
,20473820,y-ates
,6358256,yeyintminthuhtut
,1382374,rshipp
TypeScript,4450522,crisbeto
TypeScript,4987015,DevVersion
TypeScript,838736,jelbourn
TypeScript,3871688,kara
TypeScript,14793288,mmalerba
TypeScript,22898577,andrewseguin
TypeScript,20677343,tinayuangao
TypeScript,10864441,josephperrott
TypeScript,681969,hansl
TypeScript,227909,amcdnl
TypeScript,6475576,willshowell
TypeScript,571363,robertmesserle
TypeScript,11965907,rafaelss95
TypeScript,25405143,julianobrasil
TypeScript,6004537,EladBezalel
TypeScript,5510564,iveysaur
TypeScript,5807771,belev
TypeScript,1303561,fxck
TypeScript,489398,dozingcat
TypeScript,416563,CaerusKaru
TypeScript,3085585,jefersonestevo
TypeScript,1763537,donroyco
TypeScript,1185269,traviskaufman
TypeScript,9973512,feloy
TypeScript,18708111,riavalon
TypeScript,1400300,JayKan
TypeScript,14818946,CDDelta
TypeScript,1916685,M-a-c
TypeScript,1882729,ppham27
TypeScript,54370,topherfangio
Python,15134885,davemachado
Python,354085,mikestreety
Python,1655968,toddmotto
Python,246103,jbrooksuk
Python,176013,wesbos
Python,26531724,shakyink
Python,1103622,karllhughes
Python,9882972,hardikpthv
Python,11713455,awalthefirst
Python,1002461,montogeek
Python,5855339,yannbertrand
Python,7328625,TorzuoliH
Python,11929953,molcik
Python,5973189,alxpez
Python,56779,brakmic
Python,2761499,chief10
Python,20560218,ApCoder123
Python,4506555,hariKarthic
Python,14354528,xinitrc-ls
Python,180142,Morrolan
Python,17554971,xnekv03
Python,6777313,arirawr
Python,16656689,austinhuang0131
Python,5182186,DylanDelobel
Python,4010050,gilbertoolimpio
Python,20114946,MrDecipher
Python,5244986,marcobiedermann
Python,15320763,mjarkk
Python,8580094,MedUnes
Python,13184683,vahgar
Jupyter Notebook,76661,ageron
Jupyter Notebook,1266287,ziembla
Jupyter Notebook,18256853,rickiepark
Jupyter Notebook,30173915,ChrisQlasty
Jupyter Notebook,11142121,pkourdis
Jupyter Notebook,11163850,nbgraham
Jupyter Notebook,9855607,StevenBunkley
Jupyter Notebook,13489453,francotheengineer
Jupyter Notebook,328300,abhinav-upadhyay
Jupyter Notebook,2905978,drorata
Jupyter Notebook,11322354,jasrys
Jupyter Notebook,13625556,Kxrr
Jupyter Notebook,11829171,LujunWeng
Jupyter Notebook,2215899,brokenairplane
Jupyter Notebook,20651387,stefan-it
Jupyter Notebook,4998556,vladimir-tikhonov
Jupyter Notebook,4786166,akellyirl
Jupyter Notebook,925376,arodiss
Jupyter Notebook,10458975,mc-robinson
Jupyter Notebook,13162266,soma11soma11
Jupyter Notebook,20995732,vivek-v-rao
Jupyter Notebook,781659,jakevdp
Jupyter Notebook,6169306,fuglede
Jupyter Notebook,7526622,ncclementi
Jupyter Notebook,2459423,vfdev-5
Jupyter Notebook,537370,aaronvanderlip
Jupyter Notebook,1651235,habi
Jupyter Notebook,7350567,henrystokeley
Jupyter Notebook,391872,namreg
Jupyter Notebook,493975,jackboot7
Jupyter Notebook,107359,rlgomes
Jupyter Notebook,1878389,weirubin
Jupyter Notebook,4317129,evolvah
Jupyter Notebook,1642503,anabranch
Jupyter Notebook,362051,pkitslaar
,13393725,francistao
,11955967,anAngryAnt
,2418260,ihrthk
,8639024,tanglie1993
,7650970,zubinxiong
,237677,akuma
,10420930,AlwaysBeMySelf
,7430550,HatCloud
,10287332,xuyushi
,12862636,fanrunqi
,7297402,eterrao
,7385129,icodeu
JavaScript,2243896,kvignali
JavaScript,8152930,ktravers
JavaScript,18472624,jlew826
JavaScript,3863213,hatetank
JavaScript,58342,jmburges
JavaScript,16616342,sandyvern
JavaScript,5890853,Tokuhisa1
JavaScript,1081030,edwardgaudio
Java,1307745,gpeal
Java,190648,felipecsl
Java,527713,azchohfi
Java,1723212,ngsilverman
Java,743462,PaulWoitaschek
Java,9170966,ramonaharrison
Java,461890,seanfchan
Java,1652321,bmc08gt
Java,2739242,elihart
Java,5742579,hearsilent
Java,704491,howard0020
Java,1459320,Jawnnypoo
Java,4509277,Kevinrob
Java,54233,dryganets
Java,3513340,cgathergood
Java,9779970,imliujun
Java,530659,alexbirkett
Java,859286,aaboyd
Java,1380747,alexjlockwood
Java,4106884,AOrobator
Java,22776744,artyomd
Java,630365,benjaminbarbe
Java,959931,dustin-graham
Java,5355384,fabionuno
Java,429295,monxalo
Java,172084,wiyarmir
Java,6565270,the-dagger
Java,4499850,leehong2005
Java,2040807,Bhullnatik
Java,1042037,kaushikgopal
JavaScript,5709920,kthffmn
JavaScript,13012689,devinburnette
JavaScript,15388814,chriswigington
JavaScript,21692852,DanL12186
JavaScript,20052724,salinahum
JavaScript,9704854,samnags
JavaScript,22035291,jonbf
JavaScript,8781377,mo6709
JavaScript,12029916,jw2340
Python,1310570,soumith
Python,4583066,apaszke
Python,3768583,gchanan
Python,551151,Yangqing
Python,655866,colesbury
Python,13564,ezyang
Python,370202,zdevito
Python,9845,pietern
Python,4529377,killeent
Python,4842908,bwasti
Python,5674597,SsnL
Python,5652049,zou3519
Python,192030,andresy
Python,33637430,onnxbot
Python,687269,lukeyeager
Python,9300575,bddppq
Python,4992598,slayton58
Python,17890620,dzhulgakov
Python,4685384,jamesr66a
Python,30275821,houseroad
Python,188959,clementfarabet
Python,20307328,salexspb
Python,9998726,peterjc123
Python,6920665,kittipatv
Python,820731,koraykv
Python,1052256,asaadaldien
Python,1121581,ajtulloch
Python,6429851,goldsborough
Python,15841449,ngimel
Python,3855799,VirrageS
JavaScript,8443608,bhollan
JavaScript,10284147,TheLucasMoore
JavaScript,18249993,sheaniqua
Java,7698209,CymChad
Java,15854418,ChadCym
Java,8213915,AllenCoder
Java,948001,elfman
Java,4213541,1109993488
Java,18572669,githubzaibao
Java,10433001,baoyachi
Java,16892788,chaychan
Java,13369103,GeekTR
Java,1127875,beiliubei
Java,10704756,shichaohui
Java,5450710,QtyearLin
Java,9473019,zzzlw
Java,18185775,dreamlivemeng
Java,436777,benoitf
Java,7596352,iagocanalejas
Java,6948411,JakeWoki
Java,10751355,Ludejin
Java,9111546,mark-dlc
Java,18375787,Pyuming
Java,529352,ravidsrk
Java,3905501,bryant1410
Java,11910987,tysheng
Java,11059094,ChinaVolvocars
Java,2978417,rednels
Java,5925762,CzwAthou
C,8428124,jgamblin
C,5421240,peterkshultz
C,875669,samrocketman
C,2240638,Red54
Ruby,1309829,reitermarkus
Ruby,11892150,UniqMartin
Ruby,2768870,alyssais
Ruby,10331512,GauthamGoli
Ruby,4408920,vladshablinsky
Ruby,291551,sjackman
Ruby,4551271,jawshooah
Ruby,3059210,woodruffw
Ruby,14019856,mansimarkaur
Ruby,13498015,amyspark
Ruby,13123663,maxim-belkin
Ruby,2373856,rwhogg
JavaScript,359395,justjavac
JavaScript,1860329,charleyw
JavaScript,472311,phodal
JavaScript,2182004,Gcaufy
JavaScript,14540231,zhongjie-chen
JavaScript,251450,chemzqm
JavaScript,22808815,chuxue2005
JavaScript,5028569,yaoshanliang
JavaScript,9190887,aben1188
JavaScript,13507728,SeaHub
JavaScript,23021161,xf27
JavaScript,15172509,mohuishou
JavaScript,11624840,ParryQiu
JavaScript,16918885,dlhandsome
JavaScript,17705512,diycodecc
JavaScript,10734995,litt1e-p
JavaScript,10525531,lypeer
JavaScript,2399123,imyelo
JavaScript,5637185,fuchao2012
JavaScript,13534988,yanzhenjie
JavaScript,8123309,zhengxiaowai
JavaScript,9447187,dunizb
JavaScript,6166576,zce
JavaScript,4990015,hijiangtao
JavaScript,22309837,liujians
JavaScript,5120505,cytle
JavaScript,16308633,Abbotton
JavaScript,574020,allanguys
JavaScript,5835766,hilongjw
JavaScript,4954264,BelinChung
Go,7521849,yacovm
Go,7431583,jyellick
Go,14361488,muralisrini
Go,3093578,C0rWin
Go,14876848,kchristidis
Go,20165681,denyeart
Go,367132,ghaskins
Go,1161321,JonathanLevi
Go,23613619,hacera
Go,20172653,wlahti
Go,29886642,ale-linux
Go,14808090,manish-sethi
Go,33900822,gaborh-da
Go,5381811,sanchezl
Go,5289853,jimthematrix
Go,1920564,yeasy
Go,17034502,rameshthoomu
Go,3359136,guoger
Go,18242450,gennadylaventman
Go,5166016,lhaskins
Go,3657859,GrapeBaBa
Go,6777418,jiangyaoguo
Go,6464618,lehors
Go,26771644,joealewine
Go,8362882,cendhu
Go,4991920,jeffgarratt
Go,177979,corecode
Swift,11384608,kelvinlauKL
Swift,346853,hollance
Swift,3702498,remlostime
Swift,1634736,vincentngo
Swift,9771816,Thukor
Swift,5559813,JaapWijnen
Swift,815372,barbaramartina
Swift,15270909,scalls
Swift,202240,jawwad
Swift,3787052,shabirjan
Swift,8882256,JFTung
Swift,8923546,johnsgill3
Swift,7800685,Satre95
Swift,7040073,jsbean
Swift,12877678,rwash8347
Swift,7707250,TheIronBorn
Swift,11095731,BenEmdon
Swift,8551292,lostatseajoshua
Swift,5385825,bobdel
Swift,283681,aliHafizji
Swift,15380331,Moon1102
Swift,7307896,axptwig
Swift,199423,newboadki
Swift,18209083,uteschiehlen
Swift,2076088,Antondomashnev
Swift,13149204,ViktorSimko
Swift,8249718,zainh96
Swift,143710,nameghino
Swift,12428710,nemanjavlahovic
Swift,22968390,Parva9eh
JavaScript,1854949,sergiocruz
Jupyter Notebook,2602738,racheltho
Jupyter Notebook,346999,jph00
Jupyter Notebook,86076,appleby
Jupyter Notebook,20080577,bckenstler
Jupyter Notebook,189263,omeryar
Jupyter Notebook,6640874,richardgill
Jupyter Notebook,3135232,AMilkov
Jupyter Notebook,3671547,clungu
Jupyter Notebook,2153691,0bserver07
Jupyter Notebook,2460418,brchristian
Jupyter Notebook,78930,apendleton
Jupyter Notebook,103977,andyli
Jupyter Notebook,1609540,charlesarmour
Jupyter Notebook,1635074,dekimir
Jupyter Notebook,2734,eklitzke
Jupyter Notebook,447280,jpuderer
Jupyter Notebook,2197158,ylashin
Jupyter Notebook,6070191,allentfung
Jupyter Notebook,583546,nosolosw
Jupyter Notebook,185919,bhelx
Jupyter Notebook,148100,invalid-email-address
Jupyter Notebook,286973,ccrome
Jupyter Notebook,1075736,chuckus
Jupyter Notebook,4932625,cbrevik
Jupyter Notebook,11915695,Kagan777
Jupyter Notebook,15209351,emiliogozo
Jupyter Notebook,637354,eprochasson
Jupyter Notebook,1644476,ericschwarzkopf
Jupyter Notebook,123374,darthdeus
Jupyter Notebook,9872658,jonchoi
Python,211857,gdb
Python,114302,jietang
Python,8098,jonasschneider
Python,219508,tlbtlbtlb
Python,144178,joschu
Python,1255944,RafaelCosman
Python,306655,nottombrown
Python,14038787,iaroslav-ai
Python,416547,ppaquette
Python,1537435,siemanko
Python,124243,matthiasplappert
Python,311113,shelhamer
Python,245037,catherio
Python,18546213,olegklimov
Python,352559,gwern
Python,3816322,tambetm
Python,1286529,wojzaremba
Python,10006974,JKCooper2
Python,7203877,dommueller
Python,79779,machinaut
Python,18392,glennpow
Python,695907,colinmorris
Python,6155946,4d55397500
Python,1889878,botev
Python,2153379,damodei
Python,1063767,hojonathanho
Python,5354479,stevenschmatz
Python,997426,falcondai
Python,70511,girving
Java,19826074,jleetutorial
TeX,12528769,terryum
TeX,11093488,miguelballesteros
TeX,4552310,jdoerrie
TeX,7398229,Jeet1994
TeX,3215768,flukeskywalker
TeX,7723126,mohit-surana
TeX,698804,sunshinemyson
TeX,3666080,grepinsight
TeX,3943624,theocjr
TeX,707462,bamos
TeX,158704,dan2k3k4
TeX,12822460,eddiepierce
TeX,8739446,merryHunter
TeX,1494631,hosang
TeX,5741620,jeremyschlatter
TeX,1754877,lserafin
TeX,6784159,daxlab
TeX,3266556,mendelson
TeX,24954419,minsangkim142
TeX,178249,lamblin
TeX,9576353,ptyshevs
TeX,829526,pra85
TeX,1908017,pqn
TeX,19578629,rtlee9
TeX,5539617,liyaguang
TeX,1004185,dcastro9
TeX,6551988,girishramnani
TeX,14935326,ltrottier
TeX,6439365,mbchang
